"competência";"seção";"graudeinstrução";"idade";"horascontratuais";"raçacor";"sexo";"tipodedeficiência";"salário";"tamestabjan";"primeiroemprego"
"202007";"M";"7";21;44;"3";"1";"0";7658,02001953125;"10";FALSE
"202007";"J";"8";22;40;"1";"1";"0";3500;"7";FALSE
"202007";"J";"7";24;40;"2";"1";"0";1675,56005859375;"10";FALSE
"202007";"F";"7";32;40;"1";"1";"0";8094,22021484375;"8";FALSE
"202007";"J";"9";25;40;"3";"1";"1";7500;"6";FALSE
"202007";"J";"9";28;40;"3";"1";"0";16000;"6";FALSE
"202007";"G";"9";48;44;"1";"1";"0";3500;"5";FALSE
"202007";"F";"9";36;40;"1";"1";"0";9617,599609375;"8";FALSE
"202007";"J";"9";20;40;"6";"1";"0";3000;"5";FALSE
"202007";"J";"9";55;40;"1";"1";"0";7877,14013671875;"10";FALSE
"202007";"K";"9";31;40;"6";"3";"0";9000;"8";FALSE
"202007";"K";"9";29;40;"6";"1";"0";12500;"8";FALSE
"202007";"N";"8";30;40;"1";"1";"0";10500;"8";FALSE
"202007";"J";"9";34;40;"3";"1";"0";7000;"8";FALSE
"202007";"J";"9";25;40;"1";"1";"0";8373,009765625;"5";FALSE
"202007";"J";"80";26;40;"1";"1";"0";6324;"8";FALSE
"202007";"G";"9";20;40;"2";"3";"0";2400;"10";FALSE
"202007";"J";"9";35;40;"1";"1";"0";6067,8701171875;"7";FALSE
"202007";"K";"9";34;44;"4";"1";"0";11000;"5";TRUE
"202007";"N";"9";24;44;"2";"1";"0";9000;"7";FALSE
"202007";"J";"10";31;40;"1";"1";"0";14000;"8";FALSE
"202007";"M";"9";29;40;"1";"1";"0";13000;"9";FALSE
"202007";"J";"7";36;40;"3";"3";"0";7360,27978515625;"9";FALSE
"202007";"J";"9";26;40;"2";"1";"0";4408,39990234375;"8";FALSE
"202007";"K";"9";26;40;"6";"1";"0";9000;"8";FALSE
"202007";"J";"9";54;45;"1";"1";"0";4000;"5";FALSE
"202007";"F";"9";28;40;"3";"1";"0";8640,76953125;"8";FALSE
"202007";"J";"8";24;40;"6";"3";"0";3478,75;"5";FALSE
"202007";"G";"9";25;40;"1";"3";"0";7000;"10";FALSE
"202007";"G";"8";22;40;"1";"3";"0";2800;"10";FALSE
"202007";"J";"9";28;40;"3";"1";"0";8640,76953125;"5";FALSE
"202007";"J";"9";56;40;"1";"1";"0";7442,97021484375;"5";FALSE
"202007";"J";"8";25;40;"1";"3";"0";3722,72998046875;"10";TRUE
"202007";"J";"9";19;40;"1";"1";"0";6800;"6";FALSE
"202007";"J";"9";37;40;"6";"1";"0";3500;"5";FALSE
"202007";"M";"8";21;40;"1";"1";"0";6000;"5";FALSE
"202007";"K";"9";27;40;"6";"1";"0";8500;"8";FALSE
"202007";"G";"7";18;44;"3";"1";"0";1417,81994628906;"6";FALSE
"202007";"J";"9";24;40;"1";"1";"0";5700;"10";FALSE
"202007";"F";"80";40;40;"2";"1";"0";10000;"8";FALSE
"202007";"J";"9";23;40;"3";"1";"0";3000;"7";FALSE
"202007";"F";"9";37;40;"1";"1";"0";6297,56982421875;"8";FALSE
"202007";"C";"9";35;44;"1";"1";"0";8500;"7";FALSE
"202007";"G";"9";25;40;"1";"1";"0";7000;"10";FALSE
"202007";"J";"9";30;40;"1";"1";"0";8500;"8";FALSE
"202007";"M";"8";19;40;"1";"1";"0";2500;"7";FALSE
"202007";"J";"9";38;40;"1";"1";"0";8000;"7";FALSE
"202007";"F";"9";38;40;"1";"1";"0";6476,16015625;"8";FALSE
"202007";"J";"9";39;40;"3";"1";"0";8593,509765625;"10";FALSE
"202007";"G";"9";34;40;"1";"1";"0";16500;"10";FALSE
"202007";"P";"7";23;40;"1";"1";"0";2500;"5";FALSE
"202007";"J";"9";48;40;"3";"1";"0";6208,81005859375;"5";FALSE
"202007";"Q";"9";48;44;"2";"1";"0";9000;"6";FALSE
"202007";"J";"9";25;40;"3";"1";"0";6000;"6";FALSE
"202007";"N";"9";21;40;"1";"1";"0";5000;"5";FALSE
"202007";"G";"8";26;40;"1";"1";"0";2400;"10";FALSE
"202007";"J";"9";22;40;"1";"1";"0";3000;"6";FALSE
"202007";"N";"7";26;40;"1";"1";"0";2500;"6";FALSE
"202007";"J";"9";42;40;"3";"1";"0";11065,009765625;"10";FALSE
"202007";"J";"8";47;40;"1";"1";"0";10000;"7";FALSE
"202007";"J";"80";29;40;"1";"3";"0";2450;"5";FALSE
"202007";"J";"7";20;40;"1";"1";"0";1880;"5";TRUE
"202007";"J";"80";42;40;"1";"1";"0";11065,009765625;"10";FALSE
"202007";"J";"9";36;40;"3";"1";"0";9092,7998046875;"10";FALSE
"202007";"J";"9";51;40;"1";"1";"0";10117,599609375;"10";FALSE
"202007";"G";"9";23;40;"1";"1";"0";7000;"10";FALSE
"202007";"K";"9";26;44;"1";"1";"0";12000;"5";FALSE
"202007";"J";"9";33;40;"3";"1";"0";11065,009765625;"10";FALSE
"202007";"J";"9";37;40;"1";"1";"0";6297,56982421875;"5";FALSE
"202007";"J";"9";24;40;"1";"1";"0";9000;"8";TRUE
"202007";"J";"7";22;40;"1";"1";"0";1675,56994628906;"6";FALSE
"202007";"J";"9";36;40;"1";"1";"0";8093,509765625;"5";FALSE
"202007";"J";"80";35;40;"1";"1";"0";9946;"8";FALSE
"202007";"G";"8";20;44;"2";"1";"0";2088,97998046875;"8";FALSE
"202007";"J";"9";26;40;"1";"1";"0";9800;"5";FALSE
"202007";"K";"7";23;40;"6";"1";"0";12000;"8";FALSE
"202007";"J";"9";25;40;"1";"1";"0";7611,31005859375;"5";FALSE
"202007";"G";"8";20;40;"1";"1";"0";2400;"10";FALSE
"202007";"J";"7";28;40;"1";"1";"0";3500;"6";FALSE
"202007";"G";"9";25;40;"1";"1";"0";9500;"10";FALSE
"202007";"G";"8";18;40;"1";"1";"0";3400;"10";FALSE
"202007";"J";"8";19;40;"1";"1";"0";2600;"6";FALSE
"202007";"J";"9";25;40;"1";"1";"0";2326;"7";FALSE
"202007";"J";"9";36;40;"1";"1";"0";6896,509765625;"5";FALSE
"202007";"G";"80";35;40;"1";"1";"0";11000;"6";FALSE
"202007";"F";"9";33;40;"1";"1";"0";6092,0498046875;"8";FALSE
"202007";"J";"9";26;39;"2";"1";"0";3500;"5";FALSE
"202007";"J";"8";26;40;"1";"1";"0";2600;"6";FALSE
"202007";"J";"9";22;40;"1";"1";"0";6942,97021484375;"5";FALSE
"202007";"G";"9";28;40;"6";"1";"0";7000;"10";FALSE
"202007";"J";"9";23;40;"2";"1";"0";3685,5;"7";FALSE
"202007";"J";"9";28;44;"4";"1";"0";8000;"5";FALSE
"202007";"J";"9";21;40;"3";"1";"0";5500;"6";FALSE
"202007";"J";"7";29;40;"3";"1";"0";10589,33984375;"10";FALSE
"202007";"J";"8";38;40;"3";"1";"0";8000;"5";FALSE
"202007";"J";"9";24;40;"1";"1";"0";2600;"6";FALSE
"202007";"J";"9";25;40;"1";"3";"0";5000;"10";FALSE
"202007";"G";"8";26;40;"6";"1";"0";5500;"10";FALSE
"202007";"J";"80";35;40;"1";"3";"0";3000;"7";FALSE
"202007";"J";"8";22;40;"6";"1";"0";2200;"9";FALSE
"202007";"J";"9";27;40;"1";"1";"0";7130,5400390625;"5";FALSE
"202007";"J";"9";34;40;"1";"1";"0";6000;"7";FALSE
"202007";"F";"9";20;40;"1";"1";"0";3308;"8";FALSE
"202007";"J";"7";25;40;"2";"1";"0";5500;"7";FALSE
"202007";"J";"7";32;40;"1";"1";"0";8094,22021484375;"5";FALSE
"202007";"F";"80";35;40;"1";"3";"0";7442,97021484375;"8";FALSE
"202007";"G";"9";23;40;"1";"3";"0";7000;"10";FALSE
"202007";"J";"7";18;40;"3";"1";"0";1675,56005859375;"10";FALSE
"202007";"G";"8";28;40;"1";"1";"0";4100;"10";FALSE
"202007";"K";"9";23;40;"6";"1";"0";9500;"8";FALSE
"202007";"K";"9";28;40;"6";"1";"0";8000;"8";FALSE
"202007";"J";"9";46;40;"3";"1";"0";10000;"7";FALSE
"202007";"J";"9";40;40;"1";"1";"0";5600;"6";FALSE
"202007";"K";"9";24;40;"6";"3";"0";6300;"8";FALSE
"202007";"J";"8";22;40;"1";"1";"0";3300;"8";FALSE
"202007";"J";"9";23;40;"1";"1";"0";14000;"8";FALSE
"202007";"J";"11";34;40;"1";"1";"0";9000;"6";FALSE
"202007";"G";"8";21;42;"1";"1";"0";2646,18994140625;"7";TRUE
"202007";"G";"9";29;44;"3";"1";"0";4400;"10";FALSE
"202007";"J";"80";36;40;"1";"1";"0";14000;"6";FALSE
"202007";"J";"9";30;40;"1";"1";"0";4000;"8";FALSE
"202007";"G";"9";48;40;"6";"3";"0";4800;"10";FALSE
"202007";"G";"9";27;40;"3";"1";"0";5500;"10";FALSE
"202007";"G";"9";32;44;"3";"3";"0";6500;"10";FALSE
"202007";"J";"9";46;40;"1";"1";"0";8000;"7";FALSE
"202007";"K";"9";23;40;"6";"1";"0";12000;"8";FALSE
"202007";"G";"7";20;44;"3";"3";"0";1417,81994628906;"6";FALSE
"202007";"G";"10";36;40;"3";"1";"0";11000;"10";FALSE
"202007";"J";"9";33;40;"1";"1";"0";4684,8701171875;"5";FALSE
"202007";"K";"9";32;40;"1";"1";"0";14000;"7";FALSE
"202007";"N";"7";34;44;"2";"3";"0";9000;"10";FALSE
"202007";"J";"9";19;40;"1";"3";"0";3200;"5";FALSE
"202007";"P";"9";23;44;"6";"1";"0";2307,35009765625;"9";FALSE
"202007";"K";"9";24;40;"6";"1";"0";9000;"8";FALSE
"202007";"J";"8";24;40;"3";"1";"0";6800;"8";FALSE
"202007";"J";"8";20;40;"1";"3";"0";3300;"7";FALSE
"202007";"M";"7";22;44;"1";"1";"0";8028,83984375;"10";TRUE
"202007";"J";"8";34;40;"3";"1";"0";3700;"7";FALSE
"202007";"Q";"7";28;44;"1";"1";"0";10500;"7";FALSE
"202007";"J";"9";23;40;"1";"1";"0";2600;"6";FALSE
"202007";"G";"80";37;40;"3";"3";"0";9000;"10";FALSE
"202007";"J";"9";33;40;"3";"3";"0";8593,509765625;"10";FALSE
"202007";"J";"9";29;40;"1";"1";"0";1840,38000488281;"6";FALSE
"202007";"N";"9";21;42;"1";"1";"0";4500;"7";TRUE
"202007";"G";"8";25;40;"6";"3";"0";2400;"10";FALSE
"202007";"G";"80";30;44;"3";"1";"0";9500;"10";FALSE
"202007";"M";"9";30;44;"1";"1";"0";6628,25;"10";TRUE
"202007";"J";"9";22;40;"1";"1";"0";6500;"6";FALSE
"202007";"J";"7";36;40;"1";"1";"0";3000;"9";FALSE
"202007";"J";"9";41;40;"6";"1";"0";7500;"9";FALSE
"202007";"J";"9";37;40;"6";"1";"0";9592,099609375;"10";FALSE
"202007";"G";"80";25;40;"1";"3";"0";7000;"10";FALSE
"202007";"G";"9";38;44;"3";"1";"0";4500;"10";FALSE
"202007";"G";"8";29;44;"1";"1";"0";2157,5;"8";FALSE
"202007";"R";"9";36;40;"1";"1";"0";8000;"6";FALSE
"202007";"J";"7";27;40;"1";"1";"0";2500;"10";FALSE
"202007";"J";"9";40;40;"1";"1";"0";7827,919921875;"5";FALSE
"202007";"J";"9";24;40;"1";"1";"0";2500;"7";FALSE
"202007";"J";"9";23;40;"3";"1";"0";11000;"8";FALSE
"202007";"J";"7";26;40;"1";"1";"0";3510;"5";FALSE
"202007";"G";"9";24;40;"1";"3";"0";2400;"10";FALSE
"202007";"J";"9";38;40;"1";"1";"0";7999,7998046875;"5";FALSE
"202007";"G";"9";32;40;"1";"1";"0";5000;"10";FALSE
"202007";"J";"9";21;40;"3";"1";"0";6000;"6";FALSE
"202007";"J";"8";20;40;"1";"1";"0";2500;"5";FALSE
"202007";"G";"8";30;40;"1";"1";"0";6600;"10";FALSE
"202007";"K";"9";27;40;"6";"1";"0";11500;"8";FALSE
"202007";"J";"9";36;40;"1";"1";"0";5671,5498046875;"5";FALSE
"202007";"J";"9";22;40;"6";"1";"0";2800;"9";FALSE
"202007";"L";"8";21;44;"1";"1";"0";2500;"7";FALSE
"202007";"J";"9";22;40;"4";"1";"0";4779;"7";FALSE
"202007";"J";"9";39;40;"1";"1";"0";7968,27001953125;"5";FALSE
"202007";"J";"9";20;40;"3";"1";"0";2300;"7";FALSE
"202007";"G";"8";20;40;"4";"3";"0";2400;"10";FALSE
"202007";"J";"8";19;40;"1";"1";"0";2500;"5";FALSE
"202007";"J";"9";23;40;"4";"3";"0";4286;"7";FALSE
"202007";"J";"9";46;40;"1";"1";"0";7172,259765625;"5";FALSE
"202007";"K";"9";35;40;"6";"3";"0";10000;"8";FALSE
"202007";"J";"9";30;40;"1";"1";"0";6958,22998046875;"5";FALSE
"202007";"M";"7";19;44;"1";"1";"0";7694,31005859375;"10";TRUE
"202007";"F";"9";36;40;"1";"1";"0";8528,58984375;"8";FALSE
"202007";"J";"9";37;40;"1";"3";"0";8094,22021484375;"5";FALSE
"202007";"J";"9";38;40;"3";"1";"0";7000;"10";FALSE
"202007";"K";"8";30;40;"6";"1";"0";9000;"8";FALSE
"202007";"M";"9";33;40;"1";"1";"0";11000;"5";FALSE
"202007";"J";"9";39;40;"3";"1";"0";8500;"6";FALSE
"202007";"J";"80";35;40;"1";"3";"0";7442,97021484375;"5";FALSE
"202007";"J";"8";31;40;"6";"1";"0";7000;"5";FALSE
"202007";"K";"9";26;40;"1";"1";"0";10000;"8";FALSE
"202007";"M";"8";22;40;"3";"1";"0";5000;"5";FALSE
"202007";"K";"9";30;40;"6";"1";"0";8500;"8";FALSE
"202007";"J";"80";30;40;"1";"1";"0";9017,599609375;"5";FALSE
"202007";"J";"9";33;40;"3";"1";"0";7168;"7";FALSE
"202007";"M";"8";24;40;"1";"1";"0";5000;"5";FALSE
"202007";"K";"9";33;40;"6";"1";"0";12500;"8";FALSE
"202007";"F";"9";31;40;"1";"1";"0";9000;"8";FALSE
"202007";"G";"8";26;40;"1";"3";"0";7000;"10";FALSE
"202007";"J";"8";37;40;"3";"1";"0";9592,099609375;"10";FALSE
"202007";"J";"8";32;40;"3";"1";"0";6500;"7";FALSE
"202007";"J";"7";20;40;"3";"1";"0";1675,56005859375;"10";FALSE
"202007";"J";"9";24;44;"1";"1";"0";3900;"6";FALSE
"202007";"K";"7";20;44;"1";"3";"0";2970;"7";TRUE
"202007";"J";"9";22;40;"1";"1";"0";3500;"6";FALSE
"202007";"J";"9";35;40;"1";"1";"0";6200;"10";FALSE
"202007";"G";"9";23;40;"4";"3";"0";7000;"10";FALSE
"202007";"J";"9";26;40;"3";"1";"0";3500;"8";FALSE
"202007";"G";"9";29;40;"1";"1";"0";7260;"10";FALSE
"202007";"J";"9";23;40;"1";"1";"0";2326;"7";FALSE
"202007";"M";"9";32;44;"1";"3";"0";7359,77001953125;"10";TRUE
"202007";"G";"7";51;40;"1";"1";"0";10000;"10";FALSE
"202007";"G";"9";30;44;"1";"1";"0";12456;"10";FALSE
"202007";"M";"9";31;44;"1";"1";"0";9663,650390625;"10";TRUE
"202007";"J";"9";32;40;"6";"1";"0";10746;"7";FALSE
"202007";"J";"9";44;40;"1";"1";"0";6000;"7";FALSE
"202007";"J";"9";29;40;"1";"1";"0";7539,43994140625;"5";FALSE
"202007";"J";"9";38;40;"1";"1";"0";6476,16015625;"5";FALSE
"202007";"M";"7";32;44;"1";"1";"0";7500;"10";FALSE
"202007";"K";"7";28;40;"1";"1";"0";12500;"8";FALSE
"202007";"F";"9";30;40;"1";"1";"0";6931,89013671875;"8";FALSE
"202007";"J";"7";28;40;"1";"1";"0";2500;"10";FALSE
"202007";"K";"9";28;40;"6";"1";"0";10000;"8";FALSE
"202007";"G";"7";32;44;"3";"1";"0";6900;"10";FALSE
"202007";"M";"8";25;44;"1";"1";"0";8028,83984375;"10";TRUE
"202007";"J";"9";29;40;"1";"1";"0";6642,97021484375;"5";FALSE
"202007";"K";"8";25;40;"1";"1";"0";11000;"8";FALSE
"202007";"G";"9";29;40;"2";"1";"0";6900;"10";FALSE
"202007";"J";"9";27;40;"1";"3";"0";14000;"7";FALSE
"202007";"J";"9";29;40;"3";"3";"0";8593,509765625;"10";FALSE
"202007";"P";"7";30;40;"1";"1";"0";8264,3798828125;"8";TRUE
"202007";"J";"9";36;40;"1";"1";"0";6200;"8";FALSE
"202007";"M";"9";29;40;"1";"1";"0";6000;"5";FALSE
"202007";"M";"9";23;44;"3";"1";"0";5000;"6";FALSE
"202007";"J";"7";45;40;"3";"1";"0";10117,599609375;"10";FALSE
"202007";"K";"8";24;44;"1";"1";"0";1570,34997558594;"5";FALSE
"202007";"K";"8";25;40;"6";"1";"0";7500;"8";FALSE
"202007";"K";"9";25;40;"6";"3";"0";9000;"8";FALSE
"202007";"J";"9";35;40;"3";"1";"0";5250;"7";FALSE
"202007";"J";"9";25;40;"1";"1";"0";8000;"7";FALSE
"202007";"J";"9";28;40;"1";"1";"0";6400;"5";FALSE
"202007";"N";"7";18;44;"2";"1";"0";5000;"7";FALSE
"202007";"G";"9";30;40;"1";"1";"0";7000;"10";FALSE
"202007";"J";"9";27;40;"1";"1";"0";5946;"10";FALSE
"202007";"K";"7";24;40;"6";"3";"0";5000;"8";FALSE
"202007";"K";"7";31;40;"1";"1";"0";12000;"8";FALSE
"202007";"J";"9";27;40;"1";"1";"0";2216,69995117188;"5";FALSE
"202007";"J";"8";23;44;"6";"1";"0";3500;"5";FALSE
"202007";"J";"9";31;40;"3";"1";"0";3200;"7";FALSE
"202007";"K";"8";32;40;"6";"1";"0";12000;"8";FALSE
"202007";"K";"9";37;40;"6";"1";"0";9300;"8";FALSE
"202007";"J";"9";33;40;"1";"1";"0";6092,0498046875;"5";FALSE
"202007";"K";"9";32;40;"6";"1";"0";13500;"8";FALSE
"202007";"F";"9";22;40;"1";"1";"0";6942,97021484375;"8";FALSE
"202007";"F";"7";26;40;"1";"1";"0";5799,830078125;"8";FALSE
"202007";"F";"9";32;40;"1";"1";"0";6002;"8";FALSE
"202007";"J";"9";37;45;"6";"1";"0";5090;"5";FALSE
"202007";"J";"7";17;40;"1";"1";"0";3200;"10";FALSE
"202007";"R";"7";18;40;"1";"1";"0";4000;"6";FALSE
"202007";"G";"8";31;40;"3";"3";"0";2400;"10";TRUE
"202007";"G";"9";23;40;"1";"3";"0";7000;"10";FALSE
"202007";"F";"9";46;40;"1";"1";"0";7172,259765625;"8";FALSE
"202007";"J";"9";30;40;"2";"3";"0";8593,509765625;"10";FALSE
"202007";"G";"8";23;40;"1";"1";"0";4300;"10";FALSE
"202007";"F";"9";36;44;"1";"3";"0";4500;"7";FALSE
"202007";"J";"9";32;40;"1";"1";"0";8593,509765625;"10";FALSE
"202007";"M";"9";30;40;"3";"1";"0";8000;"5";FALSE
"202007";"G";"9";29;44;"3";"1";"0";6000;"10";FALSE
"202007";"F";"9";27;40;"1";"1";"0";6895,7099609375;"8";FALSE
"202007";"G";"9";23;40;"1";"1";"0";7000;"10";FALSE
"202007";"J";"7";20;44;"1";"1";"0";4000;"6";FALSE
"202007";"J";"7";38;40;"3";"3";"0";7000;"9";FALSE
"202007";"G";"8";26;40;"1";"1";"0";10000;"10";FALSE
"202007";"G";"7";19;44;"1";"1";"0";1417,81994628906;"6";FALSE
"202007";"G";"8";22;40;"3";"3";"0";7000;"10";FALSE
"202007";"J";"9";40;45;"6";"1";"0";5090;"5";FALSE
"202007";"G";"9";27;44;"3";"3";"0";9000;"10";FALSE
"202007";"J";"9";35;40;"1";"1";"0";6302,72998046875;"5";FALSE
"202008";"G";"7";34;40;"1";"1";"0";5300;"10";FALSE
"202008";"J";"9";52;40;"4";"1";"0";1840,38000488281;"6";FALSE
"202008";"J";"9";24;40;"1";"1";"0";5000;"6";FALSE
"202008";"M";"8";23;40;"1";"1";"0";2300;"7";FALSE
"202008";"K";"8";34;40;"6";"1";"0";13000;"8";FALSE
"202008";"M";"80";25;40;"1";"1";"0";10200;"5";FALSE
"202008";"J";"8";22;40;"1";"1";"0";2800;"8";FALSE
"202008";"M";"8";24;40;"1";"1";"0";2300;"7";FALSE
"202008";"J";"7";34;40;"3";"1";"0";8094,22021484375;"10";FALSE
"202008";"J";"8";25;40;"1";"1";"0";3996,39990234375;"8";TRUE
"202008";"K";"8";29;40;"6";"1";"0";12500;"8";FALSE
"202008";"J";"9";29;44;"1";"1";"0";6000;"6";FALSE
"202008";"J";"9";31;40;"6";"3";"0";3750;"6";FALSE
"202008";"J";"8";20;40;"4";"1";"0";3035,65991210938;"6";TRUE
"202008";"J";"9";35;40;"1";"1";"0";11000;"8";FALSE
"202008";"J";"9";31;40;"1";"1";"0";11000;"8";FALSE
"202008";"J";"9";23;40;"3";"1";"0";8000;"9";FALSE
"202008";"G";"9";37;40;"1";"3";"0";10300;"10";FALSE
"202008";"K";"8";33;40;"6";"1";"0";10500;"8";FALSE
"202008";"K";"9";25;40;"6";"1";"0";9655;"8";FALSE
"202008";"J";"7";30;40;"1";"1";"0";14500;"6";FALSE
"202008";"J";"8";27;40;"3";"1";"0";5043,330078125;"10";FALSE
"202008";"M";"8";22;44;"1";"1";"0";8500;"5";FALSE
"202008";"J";"8";30;40;"1";"1";"5";4408,39990234375;"8";FALSE
"202008";"N";"9";34;40;"1";"1";"0";7000;"8";FALSE
"202008";"M";"8";21;40;"6";"1";"0";3656,330078125;"5";FALSE
"202008";"G";"7";24;44;"1";"1";"0";10000;"10";FALSE
"202008";"J";"9";37;40;"3";"3";"0";10000;"5";FALSE
"202008";"J";"9";31;40;"1";"1";"0";11000;"7";FALSE
"202008";"G";"9";54;40;"1";"3";"0";6800;"10";FALSE
"202008";"M";"9";27;44;"1";"1";"0";8028,83984375;"10";TRUE
"202008";"M";"9";29;40;"1";"1";"0";6600;"5";FALSE
"202008";"G";"8";23;40;"1";"1";"0";6700;"10";FALSE
"202008";"J";"80";35;40;"3";"1";"0";4500;"7";FALSE
"202008";"M";"9";31;44;"1";"1";"0";9663,650390625;"10";TRUE
"202008";"J";"9";22;40;"3";"1";"0";2326;"7";FALSE
"202008";"M";"9";31;44;"1";"1";"0";8858,33984375;"10";TRUE
"202008";"J";"8";25;40;"6";"1";"0";2024,71997070312;"5";FALSE
"202008";"M";"9";34;44;"3";"1";"0";6000;"7";FALSE
"202008";"J";"9";29;40;"1";"1";"0";6000;"5";FALSE
"202008";"M";"9";58;44;"1";"1";"0";6500;"5";FALSE
"202008";"N";"9";29;40;"1";"3";"0";9500;"8";FALSE
"202008";"J";"80";32;40;"1";"1";"0";5161,31982421875;"7";FALSE
"202008";"K";"8";26;40;"6";"3";"0";6000;"8";FALSE
"202008";"N";"9";25;44;"1";"3";"0";5000;"7";FALSE
"202008";"J";"9";34;40;"3";"1";"0";4614,39990234375;"8";FALSE
"202008";"J";"8";20;40;"6";"1";"0";2500;"5";FALSE
"202008";"N";"9";31;40;"6";"1";"0";14000;"5";FALSE
"202008";"G";"9";28;44;"1";"3";"0";14000;"10";FALSE
"202008";"H";"9";32;44;"1";"1";"0";3800;"9";FALSE
"202008";"J";"8";51;40;"1";"1";"0";7000;"5";FALSE
"202008";"J";"9";59;40;"2";"1";"0";6094,97021484375;"10";FALSE
"202008";"J";"8";22;40;"1";"1";"0";5000;"10";FALSE
"202008";"J";"8";20;40;"1";"1";"0";2000;"6";TRUE
"202008";"M";"9";24;40;"1";"3";"0";3500;"7";FALSE
"202008";"G";"9";41;44;"3";"1";"0";5500;"10";FALSE
"202008";"G";"9";32;44;"1";"1";"0";7000;"7";FALSE
"202008";"G";"7";39;44;"1";"1";"0";7300;"10";FALSE
"202008";"M";"8";34;44;"2";"1";"0";8000;"10";FALSE
"202008";"C";"7";52;44;"1";"1";"0";4875,35009765625;"7";FALSE
"202008";"G";"8";22;44;"2";"3";"0";2400;"10";FALSE
"202008";"J";"80";57;40;"3";"1";"0";5500;"7";FALSE
"202008";"G";"9";28;44;"1";"3";"0";2400;"10";FALSE
"202008";"M";"8";20;44;"6";"3";"0";2500;"5";FALSE
"202008";"J";"9";26;40;"1";"1";"0";6900;"7";FALSE
"202008";"J";"9";36;40;"3";"1";"0";9592,099609375;"10";FALSE
"202008";"G";"8";20;40;"6";"1";"0";2800;"10";FALSE
"202008";"J";"9";21;40;"1";"1";"0";7000;"8";FALSE
"202008";"P";"7";46;40;"1";"1";"0";8264,3798828125;"8";FALSE
"202008";"J";"9";37;40;"1";"1";"0";8500;"7";FALSE
"202008";"J";"9";25;40;"3";"1";"0";9000;"6";FALSE
"202008";"J";"7";30;40;"3";"1";"0";9592,099609375;"10";FALSE
"202008";"K";"7";25;40;"6";"1";"0";13000;"8";FALSE
"202008";"P";"7";20;44;"6";"1";"0";1800;"7";FALSE
"202008";"J";"9";29;40;"6";"1";"0";12000;"6";FALSE
"202008";"G";"7";29;44;"1";"1";"0";10500;"10";FALSE
"202008";"M";"8";35;44;"1";"1";"0";8363,3798828125;"10";TRUE
"202008";"M";"9";31;44;"1";"1";"0";8000;"6";FALSE
"202008";"J";"9";24;40;"1";"1";"0";3500;"8";FALSE
"202008";"J";"9";21;40;"1";"1";"0";2600;"5";FALSE
"202008";"J";"8";19;44;"3";"3";"0";5000;"5";FALSE
"202008";"M";"8";23;40;"1";"1";"0";2500;"7";FALSE
"202008";"N";"9";36;44;"1";"3";"0";7500;"8";FALSE
"202008";"J";"9";28;40;"1";"1";"0";8000;"7";FALSE
"202008";"J";"9";30;40;"2";"1";"0";10490,8203125;"10";FALSE
"202008";"J";"9";29;40;"1";"3";"0";11000;"8";FALSE
"202008";"N";"80";24;40;"1";"1";"0";14000;"5";FALSE
"202008";"J";"9";20;40;"1";"1";"0";4500;"5";FALSE
"202008";"J";"7";54;40;"1";"1";"0";7000;"8";FALSE
"202008";"N";"80";31;40;"1";"1";"0";12000;"5";FALSE
"202008";"J";"9";43;40;"1";"1";"0";11000;"8";FALSE
"202008";"J";"8";17;40;"4";"3";"0";2500;"7";FALSE
"202008";"N";"9";22;44;"3";"1";"0";3120,60009765625;"9";FALSE
"202008";"G";"9";37;44;"1";"1";"0";6900;"10";FALSE
"202008";"J";"9";38;40;"3";"1";"0";9592,099609375;"10";FALSE
"202008";"J";"8";24;40;"2";"3";"0";2800;"10";FALSE
"202008";"J";"9";39;40;"6";"3";"0";3200;"5";FALSE
"202008";"G";"9";31;40;"1";"1";"0";8765;"10";FALSE
"202008";"J";"9";45;40;"1";"1";"0";6500;"5";FALSE
"202008";"M";"8";25;44;"1";"1";"0";7500;"10";FALSE
"202008";"M";"9";23;40;"1";"1";"0";8500;"9";FALSE
"202008";"L";"8";23;44;"6";"1";"0";5500;"7";FALSE
"202008";"H";"7";26;42;"3";"1";"0";2610,03002929688;"9";FALSE
"202008";"G";"9";24;44;"6";"1";"0";3000;"7";TRUE
"202008";"J";"8";22;40;"1";"1";"0";7000;"8";FALSE
"202008";"G";"7";31;44;"3";"3";"0";3500;"10";FALSE
"202008";"J";"9";49;40;"3";"3";"0";10117,599609375;"10";FALSE
"202008";"M";"8";34;44;"3";"1";"0";8000;"10";FALSE
"202008";"K";"8";20;40;"1";"1";"0";4685;"8";TRUE
"202008";"J";"9";32;40;"1";"1";"0";4500;"9";FALSE
"202008";"K";"8";21;40;"6";"1";"0";7044;"8";FALSE
"202008";"K";"8";18;40;"2";"3";"0";3700;"8";FALSE
"202008";"M";"8";24;44;"1";"1";"0";5000;"6";FALSE
"202008";"J";"9";32;44;"1";"1";"0";8000;"6";FALSE
"202008";"J";"80";31;40;"3";"1";"0";5000;"7";FALSE
"202008";"J";"8";20;44;"6";"1";"0";3000;"5";FALSE
"202008";"J";"8";21;40;"3";"1";"0";3500;"5";FALSE
"202008";"K";"9";25;40;"6";"1";"0";8500;"8";FALSE
"202008";"J";"8";26;40;"1";"3";"0";3046,76000976562;"10";FALSE
