"competência";"seção";"graudeinstrução";"idade";"horascontratuais";"raçacor";"sexo";"tipodedeficiência";"salário";"tamestabjan";"primeiroemprego"
"202001";"J";"80";23;40;"1";"3";"0";2800;"10";TRUE
"202001";"K";"9";25;44;"3";"1";"0";9000;"10";FALSE
"202001";"J";"9";36;40;"3";"1";"0";3272,32006835938;"10";FALSE
"202001";"N";"7";41;44;"1";"1";"0";3500;"6";FALSE
"202001";"J";"80";34;40;"1";"1";"0";8300;"10";FALSE
"202001";"N";"7";29;40;"1";"1";"0";1920;"8";FALSE
"202001";"K";"80";51;40;"4";"1";"0";8700;"7";FALSE
"202001";"G";"9";41;44;"1";"1";"0";2773;"5";FALSE
"202001";"K";"9";41;44;"1";"1";"0";9000;"7";FALSE
"202001";"K";"9";36;40;"1";"1";"0";11440;"7";FALSE
"202001";"M";"7";27;44;"1";"1";"0";8045,93994140625;"7";FALSE
"202001";"K";"8";25;44;"1";"1";"0";5200;"10";FALSE
"202001";"N";"9";28;40;"1";"1";"0";5500;"7";FALSE
"202001";"S";"9";31;40;"1";"1";"4";5059;"8";FALSE
"202001";"J";"9";23;40;"1";"1";"0";2500;"5";FALSE
"202001";"J";"9";48;40;"1";"1";"0";4000;"8";FALSE
"202001";"J";"9";36;40;"6";"1";"0";5153;"6";FALSE
"202001";"J";"8";23;40;"3";"3";"0";3500;"10";FALSE
"202001";"J";"9";22;44;"3";"1";"1";2000;"6";FALSE
"202001";"M";"8";23;40;"3";"3";"0";4000;"7";FALSE
"202001";"K";"9";27;44;"1";"3";"0";7013,08984375;"10";TRUE
"202001";"J";"9";59;40;"1";"1";"0";7321,43017578125;"7";FALSE
"202001";"J";"9";28;40;"1";"1";"0";2600;"6";FALSE
"202001";"J";"80";43;40;"3";"1";"0";8000;"7";FALSE
"202001";"K";"9";36;44;"1";"1";"0";10917;"10";FALSE
"202001";"K";"9";21;44;"1";"1";"0";4720;"10";TRUE
"202001";"J";"8";30;44;"1";"1";"0";1700;"6";FALSE
"202001";"M";"8";29;40;"6";"1";"0";5000;"7";FALSE
"202001";"J";"9";36;40;"3";"1";"0";10768,080078125;"7";FALSE
"202001";"J";"9";20;40;"3";"1";"0";8200;"9";FALSE
"202001";"J";"9";21;40;"3";"1";"0";1675,56994628906;"5";FALSE
"202001";"G";"9";32;44;"1";"1";"0";8000;"7";FALSE
"202001";"J";"9";25;40;"1";"3";"0";2180;"6";FALSE
"202001";"K";"9";25;40;"3";"3";"0";7600;"10";FALSE
"202001";"J";"80";27;40;"3";"1";"0";8500;"5";FALSE
"202001";"J";"8";23;40;"3";"3";"0";2370,07006835938;"6";TRUE
"202001";"G";"9";45;44;"1";"3";"0";2500;"5";FALSE
"202001";"N";"9";43;40;"1";"3";"0";4012,6201171875;"5";FALSE
"202001";"J";"8";39;44;"3";"1";"0";13250;"5";FALSE
"202001";"J";"80";60;40;"3";"1";"0";2500;"8";FALSE
"202001";"M";"9";26;40;"1";"1";"0";8500;"6";FALSE
"202001";"M";"9";27;40;"6";"1";"0";4500;"7";FALSE
"202001";"J";"8";24;40;"2";"1";"0";6300;"6";FALSE
"202001";"C";"9";24;44;"1";"3";"0";8300;"7";FALSE
"202001";"J";"9";24;40;"3";"1";"0";4000;"8";FALSE
"202001";"N";"9";48;40;"1";"1";"0";4500;"6";FALSE
"202001";"J";"9";41;44;"3";"1";"0";1620;"6";FALSE
"202001";"J";"9";31;40;"1";"1";"0";3000;"10";FALSE
"202001";"Q";"9";44;44;"1";"1";"0";13500;"9";FALSE
"202001";"J";"80";57;40;"3";"1";"0";7594,93017578125;"10";FALSE
"202001";"N";"7";24;44;"1";"3";"0";2300;"5";FALSE
"202001";"J";"8";24;40;"3";"1";"0";9000;"10";FALSE
"202001";"J";"7";30;40;"3";"1";"0";3426,92993164062;"9";FALSE
"202001";"P";"9";37;40;"3";"1";"0";10746;"9";TRUE
"202001";"J";"9";32;44;"1";"1";"0";7500;"6";FALSE
"202001";"M";"9";27;40;"1";"3";"0";7200;"10";FALSE
"202001";"J";"9";25;44;"1";"3";"0";2300;"5";FALSE
"202001";"N";"9";33;40;"1";"1";"0";9684;"8";FALSE
"202001";"N";"80";47;44;"1";"1";"0";3528,55004882812;"7";FALSE
"202001";"K";"9";30;44;"1";"1";"0";5715,81005859375;"10";TRUE
"202001";"J";"7";23;40;"4";"3";"0";2800;"8";FALSE
"202001";"N";"9";29;44;"1";"1";"0";7500;"6";FALSE
"202001";"J";"9";29;40;"3";"1";"0";7500;"10";FALSE
"202001";"J";"9";39;40;"1";"1";"0";12000;"8";FALSE
"202001";"J";"9";34;40;"1";"1";"0";16200;"8";FALSE
"202001";"K";"8";27;44;"1";"1";"0";5000;"10";FALSE
"202001";"K";"9";34;30;"1";"1";"0";7000;"8";FALSE
"202001";"J";"9";30;40;"1";"1";"0";10500;"9";FALSE
"202001";"J";"9";24;40;"6";"1";"0";4000;"5";FALSE
"202001";"J";"9";26;40;"1";"1";"0";8000;"8";FALSE
"202001";"J";"9";37;40;"1";"1";"0";8000;"5";FALSE
"202001";"J";"9";23;40;"3";"1";"0";5821,009765625;"6";FALSE
"202001";"K";"9";21;44;"1";"1";"0";5715,81005859375;"10";TRUE
"202001";"M";"7";44;44;"1";"3";"0";5576,85986328125;"10";FALSE
"202001";"G";"9";27;44;"1";"3";"0";2773;"5";FALSE
"202001";"J";"9";34;40;"3";"1";"0";5000;"10";FALSE
"202001";"K";"9";28;40;"3";"1";"0";6000;"5";FALSE
"202001";"J";"8";23;40;"1";"1";"0";5097,77001953125;"7";TRUE
"202001";"J";"9";38;40;"3";"1";"0";12200;"7";FALSE
"202001";"N";"9";34;40;"1";"1";"0";3612,89990234375;"10";FALSE
"202001";"J";"9";28;40;"1";"1";"0";5103,5;"8";FALSE
"202001";"J";"9";33;40;"3";"3";"0";8000;"8";FALSE
"202001";"J";"9";23;44;"1";"1";"0";2400;"5";FALSE
"202001";"J";"9";26;40;"6";"3";"0";7500;"6";FALSE
"202001";"J";"9";29;40;"6";"1";"0";2640;"6";FALSE
"202001";"J";"9";32;40;"2";"3";"0";3349,72998046875;"6";FALSE
"202001";"N";"9";26;36;"1";"3";"0";2401,76000976562;"10";FALSE
"202001";"J";"80";30;40;"1";"1";"0";10800;"9";FALSE
"202001";"J";"8";31;40;"1";"3";"0";9000;"5";FALSE
"202001";"J";"9";38;40;"1";"1";"0";8000;"6";FALSE
"202001";"J";"9";24;40;"1";"1";"0";4000;"6";FALSE
"202001";"M";"9";28;40;"1";"3";"0";8000;"6";FALSE
"202001";"J";"7";23;40;"1";"3";"0";2322,56005859375;"5";FALSE
"202001";"J";"9";30;40;"1";"1";"0";12317;"7";FALSE
"202001";"J";"80";33;40;"2";"1";"0";9106,4697265625;"9";FALSE
"202001";"M";"9";22;44;"1";"1";"0";3500;"6";FALSE
"202001";"J";"9";29;40;"1";"1";"0";3500;"7";FALSE
"202001";"M";"8";25;30;"2";"1";"0";3000;"10";FALSE
"202001";"J";"7";17;44;"6";"1";"0";1457,66003417969;"5";FALSE
"202001";"N";"9";31;40;"2";"1";"0";7612,91015625;"10";FALSE
"202001";"J";"7";41;48;"1";"1";"0";7520;"5";FALSE
"202001";"M";"10";28;44;"1";"3";"0";7500;"10";FALSE
"202001";"M";"9";27;40;"1";"1";"0";13500;"10";FALSE
"202001";"P";"8";28;44;"1";"1";"0";1600;"5";FALSE
"202001";"J";"9";24;40;"1";"1";"0";8255,669921875;"6";FALSE
"202001";"J";"7";40;40;"3";"3";"0";1224;"8";FALSE
"202001";"J";"7";37;40;"6";"1";"0";2900;"8";FALSE
"202001";"J";"9";34;44;"1";"1";"0";8000;"6";FALSE
"202001";"J";"6";33;40;"1";"1";"0";10500;"9";FALSE
"202001";"J";"9";27;40;"6";"3";"0";8107;"7";FALSE
"202001";"J";"8";42;40;"1";"1";"0";8151;"7";FALSE
"202001";"N";"9";46;44;"6";"1";"0";1650;"10";FALSE
"202001";"J";"8";22;44;"1";"3";"0";2000;"6";FALSE
"202001";"C";"9";26;40;"1";"3";"0";9500;"9";FALSE
"202001";"J";"80";40;40;"1";"1";"0";7000;"10";FALSE
"202001";"J";"8";27;40;"4";"1";"0";2000;"6";FALSE
"202001";"J";"7";29;40;"1";"1";"0";13000;"9";FALSE
"202001";"N";"7";19;44;"1";"3";"0";2903,22998046875;"9";FALSE
"202001";"K";"9";30;44;"2";"3";"0";4720;"10";FALSE
"202001";"J";"9";55;40;"1";"1";"0";7000;"10";FALSE
"202001";"J";"9";28;40;"1";"1";"0";5800;"6";FALSE
"202001";"Q";"9";24;44;"1";"1";"0";6405,7099609375;"10";FALSE
"202001";"J";"9";44;40;"1";"1";"0";15000;"10";FALSE
"202001";"G";"9";37;44;"1";"3";"0";8000;"10";FALSE
"202001";"J";"9";47;40;"1";"1";"0";9500;"10";FALSE
"202001";"J";"9";23;40;"1";"1";"0";17000;"5";TRUE
"202001";"S";"9";31;40;"3";"1";"0";7000;"8";FALSE
"202001";"G";"9";44;44;"3";"1";"0";9033;"10";FALSE
"202001";"J";"9";32;40;"3";"3";"0";6000;"9";FALSE
"202001";"K";"80";33;44;"1";"3";"0";8000;"10";FALSE
"202001";"Q";"80";30;44;"1";"1";"0";4736;"10";FALSE
"202001";"J";"9";29;40;"6";"1";"0";11020,650390625;"7";FALSE
"202001";"J";"9";29;40;"1";"3";"0";6850;"10";FALSE
"202001";"K";"9";38;44;"1";"1";"0";13166,1298828125;"10";TRUE
"202001";"P";"8";25;44;"1";"3";"0";4200;"10";FALSE
"202001";"N";"9";31;40;"1";"3";"0";8709,6796875;"10";FALSE
"202001";"J";"9";37;40;"3";"1";"0";5000;"10";FALSE
"202001";"J";"8";30;40;"3";"3";"0";5809,64990234375;"10";FALSE
"202001";"J";"9";27;40;"3";"1";"0";6000;"6";FALSE
"202001";"N";"7";21;44;"3";"1";"0";2100;"9";FALSE
"202001";"K";"8";22;44;"1";"1";"0";9000;"10";FALSE
"202001";"K";"8";26;44;"6";"1";"0";4720;"10";FALSE
"202001";"J";"9";18;40;"1";"3";"0";2200;"8";FALSE
"202001";"J";"8";25;40;"3";"1";"0";3490;"7";FALSE
"202001";"S";"9";24;40;"1";"3";"0";4529,39990234375;"7";TRUE
"202001";"J";"9";21;40;"1";"1";"0";2250,080078125;"7";FALSE
"202001";"K";"9";30;44;"1";"1";"0";10500;"8";FALSE
"202001";"K";"9";25;40;"1";"1";"0";3800;"7";FALSE
"202001";"J";"9";32;40;"1";"1";"0";2500;"5";TRUE
"202001";"M";"9";42;44;"1";"1";"0";9690,4599609375;"10";FALSE
"202001";"J";"7";21;40;"1";"1";"0";2800;"10";FALSE
"202001";"J";"9";31;40;"1";"1";"0";8000;"5";FALSE
"202001";"J";"8";21;40;"6";"3";"0";3000;"5";FALSE
"202001";"S";"9";49;40;"1";"1";"0";10000;"8";FALSE
"202001";"J";"9";45;40;"4";"3";"0";12308;"7";FALSE
"202001";"K";"9";32;44;"3";"1";"0";9081,8798828125;"10";TRUE
"202001";"K";"9";47;44;"1";"1";"0";9200;"10";FALSE
"202001";"J";"9";24;40;"1";"3";"0";2800;"10";FALSE
"202001";"N";"8";31;40;"1";"1";"0";7419,35986328125;"10";FALSE
"202001";"J";"9";47;40;"4";"1";"0";13000;"6";FALSE
"202001";"M";"6";26;40;"3";"3";"0";5000;"10";FALSE
"202001";"J";"9";48;40;"1";"1";"0";10000;"7";FALSE
"202001";"J";"8";23;40;"6";"1";"0";1700;"7";FALSE
"202001";"J";"9";26;40;"6";"1";"0";3500;"5";FALSE
"202001";"G";"9";42;44;"1";"1";"0";13500;"10";FALSE
"202001";"N";"9";40;40;"1";"3";"0";4838,7099609375;"10";FALSE
"202001";"J";"9";46;40;"1";"1";"0";9700;"10";FALSE
"202001";"K";"9";30;41;"1";"1";"0";4990;"6";FALSE
"202001";"P";"10";29;40;"6";"1";"0";7794;"6";FALSE
"202001";"N";"9";51;40;"1";"1";"0";2015;"6";FALSE
"202001";"J";"8";23;40;"1";"1";"0";3490;"7";FALSE
"202001";"J";"9";29;40;"3";"1";"0";8092,7998046875;"10";FALSE
"202001";"K";"80";36;44;"3";"1";"0";8800;"8";FALSE
"202001";"N";"8";21;44;"4";"1";"0";3364,52001953125;"9";FALSE
"202001";"J";"7";23;40;"1";"1";"0";8000;"8";FALSE
"202001";"J";"9";28;40;"1";"1";"0";5800;"10";FALSE
"202001";"Q";"80";24;44;"1";"1";"0";9000;"9";FALSE
"202001";"J";"9";30;40;"3";"1";"0";7197,56982421875;"10";FALSE
"202001";"K";"9";27;44;"6";"1";"0";9178,580078125;"10";TRUE
"202001";"N";"8";27;40;"1";"1";"0";6129,02978515625;"10";FALSE
"202001";"J";"9";32;40;"3";"1";"0";9000;"10";FALSE
"202001";"J";"9";31;40;"3";"1";"0";10000;"8";FALSE
"202001";"N";"9";37;44;"1";"1";"0";15000;"7";FALSE
"202001";"J";"9";23;40;"3";"1";"0";5125,080078125;"6";FALSE
"202001";"K";"9";25;44;"1";"1";"0";4719;"10";FALSE
"202001";"K";"9";24;44;"1";"1";"0";13500;"10";FALSE
"202001";"J";"9";23;40;"1";"1";"0";2027;"6";FALSE
"202001";"K";"7";24;40;"1";"1";"0";4300;"7";FALSE
"202001";"N";"80";28;44;"2";"1";"0";13000;"10";FALSE
"202001";"J";"9";37;48;"1";"1";"0";5090;"5";FALSE
"202001";"J";"9";32;40;"3";"1";"0";2050;"6";FALSE
"202001";"N";"9";35;40;"3";"1";"0";7612,91015625;"10";FALSE
"202001";"M";"9";31;40;"3";"1";"0";2200;"5";FALSE
"202001";"K";"9";32;44;"1";"1";"0";9075,830078125;"10";TRUE
"202001";"J";"9";26;40;"1";"1";"0";3500;"7";FALSE
"202001";"J";"9";28;40;"1";"1";"0";6500;"6";FALSE
"202001";"M";"9";25;44;"1";"1";"0";8500;"6";FALSE
"202001";"J";"8";33;40;"1";"1";"0";6500;"7";FALSE
"202001";"M";"8";29;44;"1";"3";"0";3723,35009765625;"10";FALSE
"202001";"J";"9";34;40;"3";"1";"0";7000;"6";FALSE
"202001";"J";"9";26;40;"2";"1";"0";6124,2001953125;"8";FALSE
"202001";"S";"9";33;40;"1";"1";"0";13509,599609375;"7";FALSE
"202001";"J";"9";23;40;"1";"1";"0";3600;"8";FALSE
"202001";"S";"9";29;40;"1";"1";"0";7700;"8";FALSE
"202001";"J";"9";25;44;"1";"3";"0";3000;"8";FALSE
"202001";"K";"9";25;44;"1";"1";"0";9000;"10";FALSE
"202001";"J";"9";20;40;"1";"1";"0";2069,6298828125;"7";FALSE
"202001";"J";"9";44;40;"1";"1";"0";8500;"10";FALSE
"202001";"K";"80";37;44;"1";"1";"0";10917;"10";FALSE
"202001";"J";"9";34;40;"1";"1";"0";5300;"5";FALSE
"202001";"J";"9";37;40;"6";"1";"0";7000;"5";FALSE
"202001";"N";"8";19;40;"1";"1";"0";4516,1298828125;"10";FALSE
"202001";"K";"80";42;44;"1";"3";"0";10917;"10";FALSE
"202001";"K";"8";21;44;"1";"1";"0";5500;"10";FALSE
"202001";"J";"9";25;40;"1";"1";"0";6594,35986328125;"7";FALSE
"202001";"K";"9";31;44;"1";"1";"0";7000;"10";FALSE
"202001";"J";"9";25;44;"1";"1";"0";5500;"6";FALSE
"202001";"J";"9";26;44;"1";"3";"0";2300;"6";FALSE
"202001";"K";"9";24;44;"1";"3";"0";5428;"10";FALSE
"202001";"J";"80";41;40;"1";"1";"0";1675;"5";FALSE
"202001";"J";"9";26;40;"1";"1";"0";9000;"10";FALSE
"202001";"J";"9";55;40;"3";"1";"0";5500;"9";FALSE
"202001";"J";"9";38;40;"3";"3";"0";5500;"7";FALSE
"202001";"K";"8";19;44;"1";"3";"0";4294,9501953125;"10";FALSE
"202001";"Q";"9";33;44;"1";"1";"0";8369;"10";FALSE
"202001";"J";"8";28;40;"1";"3";"0";5000;"10";FALSE
"202001";"J";"9";56;40;"1";"1";"0";9310,7197265625;"6";FALSE
"202001";"D";"11";24;40;"1";"1";"0";3520;"5";FALSE
"202001";"J";"9";29;44;"1";"3";"0";4500;"6";FALSE
"202001";"M";"9";32;40;"6";"1";"0";3500;"7";FALSE
"202001";"J";"9";27;44;"1";"1";"0";6582,3798828125;"9";TRUE
"202001";"J";"9";57;40;"1";"3";"0";9000;"9";FALSE
"202001";"S";"9";32;40;"4";"1";"0";9128,0595703125;"7";FALSE
"202001";"K";"9";26;44;"1";"1";"0";12313,419921875;"7";FALSE
"202001";"K";"9";35;30;"3";"1";"0";6948;"8";FALSE
"202001";"J";"9";34;40;"3";"1";"0";8800;"10";FALSE
"202001";"J";"9";33;40;"1";"1";"0";15000;"8";FALSE
"202001";"J";"9";40;44;"1";"1";"0";12300;"6";FALSE
"202001";"N";"9";52;40;"1";"1";"0";5806,4501953125;"10";FALSE
"202001";"J";"80";58;40;"1";"1";"0";5100;"8";FALSE
"202001";"C";"7";33;44;"3";"1";"0";2009,80004882812;"5";FALSE
"202001";"K";"9";33;44;"1";"1";"0";10917;"10";FALSE
"202001";"J";"9";44;44;"1";"1";"0";1700;"6";FALSE
"202001";"J";"9";38;44;"1";"1";"0";1800;"6";FALSE
"202001";"G";"8";28;44;"1";"1";"0";8000;"10";FALSE
"202001";"J";"9";28;40;"1";"1";"0";9742;"7";FALSE
"202001";"J";"9";29;40;"1";"1";"0";7500;"6";FALSE
"202001";"N";"9";25;44;"1";"1";"0";3750;"5";FALSE
"202001";"K";"9";26;40;"1";"1";"0";7500;"10";FALSE
"202001";"J";"9";27;39;"1";"3";"0";6200;"6";FALSE
"202001";"J";"9";40;40;"1";"1";"0";11500;"6";FALSE
"202001";"N";"9";25;44;"1";"3";"0";2959;"8";FALSE
"202001";"J";"9";28;40;"1";"1";"0";12000;"9";FALSE
"202001";"J";"9";23;40;"1";"1";"0";5000;"5";FALSE
"202001";"N";"8";19;40;"1";"1";"0";1920;"8";FALSE
"202001";"G";"9";38;44;"1";"1";"0";7200;"6";FALSE
"202001";"J";"7";33;40;"1";"1";"0";5171,5;"7";FALSE
"202001";"G";"7";35;44;"1";"1";"0";9000;"7";FALSE
"202001";"P";"80";42;44;"3";"1";"0";11085,08984375;"9";FALSE
"202001";"J";"9";29;40;"1";"1";"0";8000;"10";FALSE
"202001";"L";"9";25;44;"1";"3";"0";8000;"10";TRUE
"202001";"J";"9";31;40;"1";"1";"0";6124,2001953125;"8";FALSE
"202001";"K";"9";23;40;"1";"1";"0";4000;"5";TRUE
"202001";"C";"9";34;44;"1";"3";"0";10000;"8";FALSE
"202001";"J";"9";44;40;"4";"3";"0";6500;"10";FALSE
"202001";"K";"11";32;44;"3";"1";"0";10917;"10";FALSE
"202001";"K";"8";22;44;"1";"1";"0";4944,43017578125;"10";FALSE
"202001";"J";"9";47;40;"1";"1";"0";10002,3701171875;"6";FALSE
"202001";"N";"9";35;40;"1";"3";"0";8500;"7";FALSE
"202001";"Q";"9";20;44;"1";"3";"0";7000;"9";FALSE
"202001";"K";"9";21;44;"1";"1";"0";7000;"10";FALSE
"202001";"F";"7";23;44;"1";"1";"0";3800;"10";FALSE
"202001";"N";"8";20;40;"1";"1";"0";2451,61010742188;"10";FALSE
"202001";"K";"80";33;44;"1";"3";"0";10917;"10";FALSE
"202001";"K";"9";26;44;"1";"1";"0";15150;"9";FALSE
"202001";"C";"8";23;44;"1";"1";"0";1700;"6";FALSE
"202001";"J";"9";35;40;"2";"1";"0";7000;"8";FALSE
"202001";"J";"7";28;40;"1";"1";"0";8000;"10";FALSE
"202001";"J";"9";29;40;"1";"1";"0";6000;"5";FALSE
"202001";"K";"9";23;44;"1";"1";"0";5300;"10";FALSE
"202001";"J";"9";44;40;"1";"1";"0";1344,14001464844;"8";FALSE
"202001";"Q";"9";29;44;"1";"1";"0";10000;"10";FALSE
"202001";"K";"80";23;44;"1";"1";"0";8500;"8";FALSE
"202001";"K";"9";30;40;"1";"3";"0";8000;"10";FALSE
"202001";"N";"7";24;44;"1";"1";"0";8036,25;"6";FALSE
"202001";"N";"8";22;33;"1";"1";"0";2476,43994140625;"7";FALSE
"202001";"J";"9";28;40;"1";"3";"0";3878,72998046875;"6";FALSE
"202001";"J";"9";39;40;"1";"1";"0";2235,44995117188;"6";FALSE
"202001";"J";"9";28;40;"1";"1";"0";9000;"9";FALSE
"202001";"J";"8";26;40;"1";"1";"0";3500;"5";FALSE
"202001";"J";"9";38;40;"2";"1";"0";2235,44995117188;"6";FALSE
"202001";"J";"7";25;40;"3";"1";"0";6902;"10";FALSE
"202001";"M";"9";25;40;"1";"3";"0";5500;"5";FALSE
"202001";"J";"9";27;40;"1";"1";"0";3500;"5";FALSE
"202001";"C";"9";41;44;"1";"3";"0";9800;"7";FALSE
"202001";"K";"9";29;44;"2";"3";"0";5253,5;"10";TRUE
"202001";"N";"9";22;40;"6";"1";"0";5500;"10";FALSE
"202001";"N";"9";43;44;"1";"1";"0";9902;"10";FALSE
"202001";"J";"9";44;40;"1";"1";"0";11500;"5";FALSE
"202001";"G";"9";25;40;"3";"3";"0";6500;"9";FALSE
"202001";"J";"9";23;40;"2";"1";"0";4000;"10";FALSE
"202001";"J";"9";66;40;"6";"1";"0";1800;"6";FALSE
"202001";"M";"9";27;44;"1";"3";"0";4510,330078125;"10";FALSE
"202001";"K";"9";25;44;"1";"3";"0";4720;"10";FALSE
"202001";"G";"7";40;44;"1";"1";"0";6375;"8";FALSE
"202001";"J";"7";23;40;"1";"1";"0";3000;"7";FALSE
"202001";"N";"7";45;44;"6";"3";"0";1650;"10";FALSE
"202001";"K";"9";24;38;"6";"1";"0";3800;"10";FALSE
"202001";"J";"9";30;40;"3";"3";"0";4292;"5";FALSE
"202001";"J";"9";28;40;"1";"1";"0";7000;"10";FALSE
"202001";"J";"9";23;40;"6";"1";"0";4600;"6";FALSE
"202001";"J";"9";46;40;"1";"3";"0";7000;"10";FALSE
"202001";"J";"9";27;40;"3";"1";"0";20500;"8";FALSE
"202001";"H";"7";41;42;"1";"3";"0";9128,150390625;"9";FALSE
"202001";"J";"9";45;40;"1";"1";"0";3200;"5";FALSE
"202001";"N";"9";23;40;"3";"1";"0";2937;"8";FALSE
"202001";"M";"9";28;40;"1";"1";"0";8000;"9";FALSE
"202001";"J";"9";31;40;"1";"1";"0";5574,669921875;"5";FALSE
"202001";"J";"9";24;40;"1";"1";"0";11000;"10";FALSE
"202001";"C";"9";34;44;"1";"1";"0";7000;"5";FALSE
"202001";"J";"9";25;40;"1";"3";"0";4500;"7";FALSE
"202001";"J";"9";45;40;"6";"1";"0";8000;"6";FALSE
"202001";"K";"9";19;30;"1";"1";"0";2666,669921875;"8";FALSE
"202001";"J";"9";54;40;"1";"3";"0";6500;"8";FALSE
"202001";"J";"8";18;40;"3";"1";"0";1676;"8";FALSE
"202001";"J";"9";32;40;"1";"1";"0";8500;"10";FALSE
"202001";"K";"9";26;44;"3";"1";"0";7144,759765625;"10";TRUE
"202001";"K";"9";23;40;"1";"3";"0";4300;"7";FALSE
"202001";"J";"80";24;40;"1";"3";"0";5200;"10";FALSE
"202001";"J";"80";53;40;"1";"1";"0";6500;"9";FALSE
"202001";"J";"9";36;40;"6";"1";"0";3777,919921875;"7";FALSE
"202001";"K";"9";26;44;"1";"1";"0";8500;"10";FALSE
"202001";"J";"9";32;40;"1";"1";"0";6000;"10";FALSE
"202001";"K";"9";25;44;"2";"1";"0";7900;"10";FALSE
"202001";"C";"9";32;40;"1";"3";"0";3245,080078125;"9";FALSE
"202001";"M";"9";27;40;"1";"3";"0";4500;"5";FALSE
"202001";"J";"8";20;40;"1";"1";"0";1921,97998046875;"6";FALSE
"202001";"M";"9";22;40;"6";"1";"0";3500;"7";FALSE
"202001";"G";"9";50;31;"1";"1";"0";8500;"8";FALSE
"202001";"J";"80";32;40;"1";"1";"0";8000;"10";FALSE
"202001";"J";"7";23;40;"1";"3";"0";2800;"10";FALSE
"202001";"J";"9";31;44;"1";"1";"0";1800;"6";FALSE
"202001";"K";"9";24;40;"1";"1";"0";4200;"7";FALSE
"202001";"J";"8";24;44;"1";"1";"0";4583,33984375;"6";FALSE
"202001";"J";"9";27;40;"1";"1";"0";7500;"10";FALSE
"202001";"C";"8";23;40;"1";"3";"0";6000;"9";TRUE
"202001";"J";"80";40;40;"2";"1";"0";11000;"5";FALSE
"202001";"J";"8";22;40;"3";"3";"0";4100;"7";FALSE
"202001";"K";"9";44;40;"1";"1";"0";8500;"5";FALSE
"202001";"J";"9";37;40;"2";"3";"0";2235,44995117188;"6";FALSE
"202001";"J";"9";31;40;"1";"3";"0";3000;"7";FALSE
"202001";"M";"9";46;44;"1";"1";"0";9000;"10";FALSE
"202001";"M";"9";35;44;"3";"1";"0";10082,7998046875;"9";FALSE
"202001";"K";"9";39;40;"1";"1";"0";11500;"10";FALSE
"202001";"K";"7";25;44;"1";"1";"0";13166,1298828125;"10";TRUE
"202001";"K";"9";32;44;"1";"1";"0";7500;"10";FALSE
"202001";"J";"80";32;40;"3";"1";"0";7000;"10";FALSE
"202001";"P";"9";24;40;"1";"1";"0";2055,48999023438;"6";FALSE
"202001";"J";"9";27;40;"1";"3";"0";7546,97998046875;"6";FALSE
"202001";"G";"9";34;44;"1";"1";"0";10000;"10";FALSE
"202001";"J";"9";24;40;"6";"1";"0";1704;"5";FALSE
"202001";"J";"80";41;40;"1";"3";"0";2300;"6";FALSE
"202001";"N";"9";21;40;"3";"3";"0";2738;"9";FALSE
"202001";"K";"9";22;40;"3";"1";"0";7500;"7";FALSE
"202001";"J";"9";22;40;"1";"1";"0";4300;"8";FALSE
"202001";"N";"9";21;40;"6";"1";"0";9000;"10";FALSE
"202001";"C";"8";24;44;"1";"1";"0";2877;"6";FALSE
"202001";"J";"9";34;40;"6";"1";"0";13000;"10";FALSE
"202001";"J";"9";42;40;"3";"1";"0";9297,8095703125;"7";FALSE
"202001";"J";"8";28;40;"1";"1";"0";4564;"7";FALSE
"202001";"J";"9";20;40;"3";"1";"0";5500;"10";FALSE
"202001";"M";"9";30;44;"1";"1";"0";7500;"10";FALSE
"202001";"G";"9";30;44;"1";"1";"0";15000;"9";FALSE
"202001";"N";"7";20;44;"1";"1";"0";2000;"5";FALSE
"202001";"M";"9";33;30;"4";"1";"0";6000;"10";FALSE
"202001";"J";"80";29;40;"1";"3";"0";4658,1201171875;"7";FALSE
"202001";"J";"8";20;40;"1";"1";"0";3200;"8";FALSE
"202001";"N";"9";24;40;"1";"1";"0";5000;"7";FALSE
"202001";"G";"9";49;44;"3";"1";"0";13000;"10";FALSE
"202001";"N";"9";22;40;"1";"1";"0";5483,8701171875;"10";FALSE
"202001";"N";"9";30;44;"6";"1";"0";9738;"9";FALSE
"202001";"J";"80";35;40;"6";"1";"0";3000;"5";FALSE
"202001";"J";"9";30;40;"1";"1";"0";13200;"10";FALSE
"202001";"M";"9";23;40;"1";"1";"0";6000;"8";FALSE
"202001";"J";"9";32;40;"1";"1";"0";8500;"10";FALSE
"202001";"J";"80";28;40;"1";"3";"0";3500;"7";FALSE
"202001";"K";"80";44;30;"1";"1";"0";8337,41015625;"8";FALSE
"202001";"P";"9";40;44;"1";"1";"0";8125;"10";FALSE
"202001";"K";"80";29;30;"1";"1";"0";6451,60986328125;"7";FALSE
"202001";"G";"7";29;44;"1";"1";"0";10000;"6";FALSE
"202001";"K";"9";21;44;"1";"3";"0";5715,81005859375;"10";TRUE
"202001";"N";"9";45;44;"1";"1";"0";3800;"8";FALSE
"202001";"M";"9";69;44;"1";"1";"0";8250;"10";FALSE
"202001";"K";"9";28;40;"1";"1";"0";7500;"5";FALSE
"202001";"J";"10";46;40;"1";"1";"0";2170;"6";FALSE
"202001";"J";"9";30;40;"1";"1";"0";6500;"10";FALSE
"202001";"C";"9";24;44;"4";"3";"0";2877;"6";FALSE
